Indicator,Group,Subgroup,Time Period Label,Time Period Start Date,Time Period End Date,Value
"Received Counseling or Therapy, Last 4 Weeks",By State,Arkansas,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,9.8
"Received Counseling or Therapy, Last 4 Weeks",By State,California,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,10.2
"Received Counseling or Therapy, Last 4 Weeks",By State,Colorado,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,14.6
"Received Counseling or Therapy, Last 4 Weeks",By State,Connecticut,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,13.8
"Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,11.2
"Received Counseling or Therapy, Last 4 Weeks",By State,District of Columbia,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,20.1
"Received Counseling or Therapy, Last 4 Weeks",By State,Florida,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,8.0
"Received Counseling or Therapy, Last 4 Weeks",By State,Georgia,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,8.0
"Received Counseling or Therapy, Last 4 Weeks",By State,Hawaii,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,8.1
"Received Counseling or Therapy, Last 4 Weeks",By State,Idaho,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,10.5
"Received Counseling or Therapy, Last 4 Weeks",By State,Illinois,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,10.8
"Received Counseling or Therapy, Last 4 Weeks",By State,Indiana,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,9.6
"Received Counseling or Therapy, Last 4 Weeks",By State,Iowa,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,10.9
"Received Counseling or Therapy, Last 4 Weeks",By State,Kansas,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,11.9
"Received Counseling or Therapy, Last 4 Weeks",By State,Kentucky,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,12.3
"Received Counseling or Therapy, Last 4 Weeks",By State,Louisiana,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,6.8
"Received Counseling or Therapy, Last 4 Weeks",By State,Maine,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,10.6
"Received Counseling or Therapy, Last 4 Weeks",By State,Maryland,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,10.7
"Received Counseling or Therapy, Last 4 Weeks",By State,Massachusetts,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,16.1
"Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,10.0
"Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,9.2
"Received Counseling or Therapy, Last 4 Weeks",By State,Mississippi,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,8.1
"Received Counseling or Therapy, Last 4 Weeks",By State,Missouri,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,9.4
"Received Counseling or Therapy, Last 4 Weeks",By State,Montana,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,10.7
"Received Counseling or Therapy, Last 4 Weeks",By State,Nebraska,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,9.2
"Received Counseling or Therapy, Last 4 Weeks",By State,Nevada,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,7.4
"Received Counseling or Therapy, Last 4 Weeks",By State,New Hampshire,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,12.5
"Received Counseling or Therapy, Last 4 Weeks",By State,New Jersey,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,8.8
"Received Counseling or Therapy, Last 4 Weeks",By State,New Mexico,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,10.6
"Received Counseling or Therapy, Last 4 Weeks",By State,New York,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,11.4
"Received Counseling or Therapy, Last 4 Weeks",By State,North Carolina,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,10.4
"Received Counseling or Therapy, Last 4 Weeks",By State,North Dakota,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,10.9
"Received Counseling or Therapy, Last 4 Weeks",By State,Ohio,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,12.3
"Received Counseling or Therapy, Last 4 Weeks",By State,Oklahoma,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,7.3
"Received Counseling or Therapy, Last 4 Weeks",By State,Oregon,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,13.1
"Received Counseling or Therapy, Last 4 Weeks",By State,Pennsylvania,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,11.5
"Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,14.3
"Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,10.4
"Received Counseling or Therapy, Last 4 Weeks",By State,South Dakota,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,5.4
"Received Counseling or Therapy, Last 4 Weeks",By State,Tennessee,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,10.5
"Received Counseling or Therapy, Last 4 Weeks",By State,Texas,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,10.2
"Received Counseling or Therapy, Last 4 Weeks",By State,Utah,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,9.3
"Received Counseling or Therapy, Last 4 Weeks",By State,Vermont,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,11.8
"Received Counseling or Therapy, Last 4 Weeks",By State,Virginia,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,11.9
"Received Counseling or Therapy, Last 4 Weeks",By State,Washington,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,12.5
"Received Counseling or Therapy, Last 4 Weeks",By State,West Virginia,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,5.8
"Received Counseling or Therapy, Last 4 Weeks",By State,Wisconsin,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,9.8
"Received Counseling or Therapy, Last 4 Weeks",By State,Wyoming,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,5.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",National Estimate,United States,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,25.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,18 - 29 years,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,28.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,30 - 39 years,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,27.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,40 - 49 years,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,26.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,50 - 59 years,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,25.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,60 - 69 years,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,23.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,70 - 79 years,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,22.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,80 years and above,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,19.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Sex,Male,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,18.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Sex,Female,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,32.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Gender identity,Cis-gender male,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,18.3
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Gender identity,Cis-gender female,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,32.0
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Gender identity,Transgender,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,45.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Sexual orientation,Gay or lesbian,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,41.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Sexual orientation,Straight,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,24.0
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Sexual orientation,Bisexual,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,43.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,Did not experience symptoms of anxiety/depression in the past 4 weeks,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,17.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,Experienced symptoms of anxiety/depression in past 4 weeks,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,42.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,Hispanic or Latino,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,19.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic White, single race","Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,28.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic Black, single race","Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,20.4
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race","Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,11.4
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races","Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,30.8
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,Less than a high school diploma,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,20.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,High school diploma or GED,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,23.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,Some college/Associate's degree,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,27.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,Bachelor's degree or higher,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,27.3
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Disability status,With disability,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,48.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Disability status,Without disability,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,22.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alabama,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,27.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,22.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Arizona,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,21.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Arkansas,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,30.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,California,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,21.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Colorado,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,28.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Connecticut,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,28.8
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,24.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,District of Columbia,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,29.0
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Florida,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,24.0
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Georgia,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,22.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Hawaii,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,16.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Idaho,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,27.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Illinois,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,24.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Indiana,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,28.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Iowa,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,29.4
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Kansas,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,33.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Kentucky,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,29.8
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Louisiana,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,29.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Maine,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,29.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Maryland,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,24.8
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Massachusetts,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,33.0
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,28.3
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,22.0
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Mississippi,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,27.3
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Missouri,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,26.3
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Montana,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,24.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Nebraska,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,28.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Nevada,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,20.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New Hampshire,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,30.0
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New Jersey,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,24.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New Mexico,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,25.4
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New York,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,21.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,North Carolina,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,28.4
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,North Dakota,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,26.3
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Ohio,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,30.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Oklahoma,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,26.0
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Oregon,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,30.8
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Pennsylvania,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,28.3
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,31.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,29.4
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Dakota,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,21.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Tennessee,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,28.3
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Texas,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,24.4
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Utah,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,30.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Vermont,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,33.8
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Virginia,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,26.0
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Washington,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,27.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,West Virginia,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,28.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Wisconsin,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,26.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Wyoming,"Sep 1 - Sep 13, 2021",09/01/2021,09/13/2021,23.1
